author,coin,danmaku,favorite,id,like,rank_num,rank_tab,reply,score,share,tag_name,title,view
大蜡烛,37848,2633,23749,88959441,52852,64,科技,1729,1083955,9359,"抗击肺炎大作战,科学,医疗,趣味科普人文,新冠肺炎,吉利德,资本,经济,仿制药,瑞德西韦",一年血赚1000亿，世界最强医药公司发家资本史,785945
蓝点lilac,21866,578,35526,87872820,23053,63,科技,1311,1099588,2135,"数码,京阿尼,轻音少女,中二病也要谈恋爱,凉宫春日,WINDOWS,桌面精灵,桌面美化,美化,桌宠,Free！",京阿尼官方出品！四款桌面精灵，windows主题包分享（已汉化）,399789
徐某大侠,42573,33932,218816,37550078,46004,62,科技,2471,1142581,12720,"技术宅,Adobe Premiere,PR,Premiere Pro,cc2019",【PR】Premiere Pro CC 2019全套入门教程,2023267
观视频工作室,30922,11391,31719,91839760,39648,61,科技,2702,1151403,20559,"星海,翟东升,一勺思想,特朗普,贸易战",【精华回顾】翟东升老师分析贸易战背后特朗普的真实动机！,587516
亮生活-Brighside,24764,766,75791,84456222,41333,60,科技,627,1158154,2518,"全能打卡挑战,减脂,健康,健身,减肥,趣味科普人文,锻炼,肌肉,训练,增肌",11个大多数健身者都做错的训练动作,686167
李小白有点黑,14435,7113,49707,84291648,173985,59,科技,14887,1162017,71795,"电子竞技,英雄联盟,教育,学习,公开课,LOL,演讲,学校,吃鸡,老师,班主任",浙江教育厅长灵魂拷问台下教师，吃鸡，英雄联盟，你们玩过吗？,4705956
厚大法考,39297,48297,92601,38816933,36564,58,科技,3745,1196098,16278,"罗翔,厚大法考,司法考试,法考,刑法",2019年法考-刑法系统强化课程-罗翔-厚大法考,1527010
Morilog,12419,1672,48815,88946000,17381,57,科技,394,1229394,1117,"学习,全能打卡挑战,经验分享,学习心得,教育,iPad app,资源,学习网站,电子资源,精读外刊",建议收藏｜免费找电子书资源｜大学生爱用学习网站&公众号推荐,232233
啊吗粽,218255,13796,45714,86501084,208572,56,科技,3023,1245387,2757,"拿姐,抗击肺炎大作战,一之濑,啊吗粽,武汉加油,抗击肺炎 从我做起,防护服,VLOG,东京,JAPAN",只能带回来100件 也算没白去！,1209809
阿凯阿凯12138,229862,11299,98809,83088396,328498,55,科技,6709,1261718,28367,"科普,自拍,新人,大学生,自制",前置摄像头里的你和镜子里的你到底哪个才是真的你？！,2447661
wendy_vibes,17868,782,45760,86620805,32135,54,科技,419,1266816,1360,"学习,bilibili新星计划,教学视频,野生技术协会,教程,经验分享,干货,学习方法,笔记,学习心得",3个笔记绝招就让学习效率疯狂翻倍? | 拯救学渣超越学霸 | 针对性的笔记法 | 保姆级教程 | 纯干货,330381
芝士见长,87426,862,203682,82994799,99688,53,科技,1393,1271697,3755,"数码,全能打卡挑战,黑科技,浏览器,科技,电脑,分享,免费,网站,白嫖",10 款 白 嫖 网 站,1528223
我是江无情,63847,7087,29467,87996441,83384,52,科技,4275,1272680,1614,"历史,新年吐槽大会,真相,科学,俄罗斯,教育,外星人,奇闻,谣言,预言",【揭秘真相】无情打脸火星男孩，火星人也信仰上帝？他说过话有什么漏洞，真相就是这么让人无语,890165
橘子皮不是陈皮,34273,508,107671,82166095,40142,51,科技,1627,1274512,1786,"野生技术协会,全能打卡挑战,素材,混剪,电影,预告片,高清,剪辑,教程,资源",【找资源】做视频混剪时在哪里找高清素材,412686
SuidMan,30181,387,46436,90425800,32828,50,科技,545,1327277,1146,"bilibili新星计划,设计,自制,模型,接私单流程,华为单子,小白接单流程,经验分享,干货,视频接单",【干货】良心UP分享私单经验流程及接单建议，望大家开始新的征途，新的挑战。,356415
龙女之声,82745,4390,25118,92194218,124314,49,科技,1559,1357858,2443,"科普,知识分享官,水母,龙女之声,动物,硬核,海洋,进化史诗,龙女动物学,珊瑚",称霸了6亿年 ，才发现自己忘了长脑子【龙女动物学07】刺胞动物门,1302786
无趣的二姐,142649,14876,72298,85915551,181168,48,科技,8770,1368982,27111,"趣闻,bilibili新星计划,金融,理财,支付宝,白条,涨知识,利率,花呗,基金,京东白条",花呗白条真实利率惊人！,2173647
BLGX,90733,37026,668971,59846519,195877,47,科技,9131,1408935,33802,"心理学,公开课,心理,医学,课程,学习,视频教程,教学,教育,教学视频",变态心理学 北京大学,4485008
梦忆少年时丶,20326,45035,180543,54584169,42473,46,科技,2656,1410563,13213,"教学视频,PS教程,PS学习,PHOTOSHOP,学习,线上课堂,PS,视频教程,PS基础教程,课程",PS2019从入门到精通（从安装到卸载）全套,1792739
幻想浅绿,254693,18951,78518,86222820,204184,45,科技,8595,1415952,11547,"人文,维权,史图馆,原创,联合创作,自制,历史,历史地图,B站,UP",【史图馆】是谁在逼死原创UP主？！,1196528
GPS好孩子,70568,560908,494098,4141274,112460,44,科技,11031,1446758,44162,"我在b站学日语,梦子老师,适合新人,日语教程,日语基础,日语入门,日语,五十音图",【日语入门初级】-五十音图-最好的梦子老师课程1-17全集,5213911
Dr_Black,26655,510,47842,90019009,38128,43,科技,1550,1448604,2214,"技术宅,BILIBILI,微软,科技,实用,B站,音乐,学习,野生技术协会,哔哩哔哩",超好看的哔哩哔哩定制系统2.0版本！不是PPT！阔爱的2233娘，快来把2233娘装进电脑！【DrBlack】【定制系统系列】,599221
天JIANG,168556,39959,493147,5540953,138226,42,科技,7180,1486059,60075,"良心up,PR入门,极速上手,厉害了厉害了系列,视频制作,必备技能,对吧",[Pr教程]0基础急速上手视频制作！UP主必备！,5659504
IT搬運工,46555,165956,401709,4050443,83460,41,科技,7847,1508157,37275,"小甲鱼,PYTHON,python3,FISHC,编程,程序猿,课程,IT",[小甲鱼]零基础入门学习Python,7606402
YJango,81849,4975,41544,90424787,87714,40,科技,3643,1521310,19169,"抗击肺炎大作战,新型冠状病毒,武汉加油,疫情,人类命运共同体,团结,谣言,全球变暖,日本,阴谋论",新冠病毒的自我修养：如何统治全人类,730539
泛式,52632,12175,40137,92437162,119270,39,科技,8276,1559760,5341,"vlog,校园vlog,科普,知识分享官,泛式,知识,B站,学习,bilibili,弹幕,生活",撕逼剧透全滚粗！百万粉up主教你提升弹幕质量的秘诀！,1099864
数学微课帮,71737,76394,181018,39031994,80845,38,科技,5689,1563816,40302,"高中数学总复习,学习,高考数学,高考数学一轮复习,线上课堂,高三数学,高二数学,高中数学,高一数学,视频教程",高中数学-高一-高二-高三【高考数学专题复习】-【高考数学一轮复习】-【基础篇+提高篇】-【高中数学必修专题复习】-【高中数学选修专题复习】-高一数学-高二数学,2887161
二次元的中科院物理所,54589,35456,38747,88954094,97641,37,科技,5377,1571226,40231,"科普,情人节不隔离爱,学习,趣味科普人文,妈咪说,中科院,情人节,物理所,科学,物理",物理定律告诉你：表白可能巨亏，分手一定血赚！,1419967
doyoudo,144680,37773,696737,4548006,124038,36,科技,5281,1581274,58614,"技术宅,是Alt不是out,女王大人,小白小白,PS教程,对对对,PS,ps",【Photoshop 教程】史上最容易听懂的PS入门基础教程（更新完毕：多的是你不知道的事）,6380972
贝塔珐,39405,21229,489449,33803637,82427,35,科技,2430,1585004,22003,"技术宅,Pr教程,急速上手,野生技术协会,教学视频,视频制作,课程,PR教程,制作",Pr教程全57集,3135610
尽整没用的,292953,221704,841520,52012946,641528,34,科技,28324,1586268,152898,"人文,科普,尽整没用的,宇宙,双语字幕,三体,生命,自然,文化,高清,科学",世上有几人能活到这短片结束？,11730854
一个凡老师,50431,129063,33909,90503363,155262,33,科技,10513,1610536,28404,"人文,科普,知识分享官,犯罪,法律,普法,原创,趣味科普人文,刑法,社会",执行死刑为何大快人心？恶贯满盈的孙小果究竟多可怕？【普法三分钟】,2763782
葉子先生酱,190390,1598622,591493,3060477,128971,32,科技,24559,1645519,53814,"叶子老师,叶子先生,日语,葉子先生,日语学习,新标日,初级日语,日本,日语入门,日语教程",【日语课程】标日初级精讲BY萌萌哒葉子先生（叶子老师完整课程及后续中高级课程请看详情介绍）,8631037
九磅十伍便士,59408,5937,41968,91399996,132705,31,科技,7423,1649950,47477,"开学,编程,病毒,肺炎,自制,学校",计算机仿真模拟疫情期间开学可能的后果,1467891
吟游诗人基德,95102,9778,37247,90215906,156545,30,科技,5076,1693528,24525,"人文,昆虫,蝗灾,原创,自然,趣味科普人文,知识分享官,科学",【基德】我查清了4千亿蝗虫消失的真相，并且告诉你不会来中国,1698180
回形针PaperClip,750151,25078,262784,86216616,602293,29,科技,15167,1710356,382357,"科普,人文,纪实,冠状病毒,中国,科普纪录,武汉肺炎,趣味科普人文,传染病,社会,科学",【回形针PaperClip】关于新冠肺炎的一切,4784372
梅斯基蒂克,16948,12298,52231,88324235,124587,28,科技,4327,1758506,45753,"罗翔,万恶之源,法律,正当防卫,名场面,司法考试",【粪坑案】名场面！强暴我？劳资给你一砖！,2093201
蹬腿就会飞,47121,24635,455258,71497388,100545,27,科技,2447,1763327,13746,"人文,英语学习,英语听力,生肉,英语口语,考试,教育,文化,双语解说,外教课",【150集完】这可能是B站最卧槽的英语学习视频！！双语解说 英语口语 外教课 地道口语表达 幽默风趣,2415814
影视飓风,70649,2250,57725,90251619,59565,26,科技,1715,1796785,5771,"达芬奇,知识分享官,干货,影视飓风,教学视频,视频教程,教程,经验分享,影视后期,学习心得",【干货】一小时上手达芬奇剪辑！第一集：入门简介,531259
毕导THU,150262,37956,50943,88290870,147401,25,科技,7280,1899750,33999,"科普,抗击肺炎大作战,趣味科普人文,新冠状病毒,学术,吃瓜,科研界,论文,NCP,paper",科学家光写论文不抗疫情？几分钟带你看完新冠病毒的所有论文,1016543
午马未猫,22130,1137,71664,86494436,60631,24,科技,882,1960382,6205,"励志,演讲,自信",每个自信心不足的人都该看看这个！,682539
非氪金玩家,111915,42613,36559,86308442,314322,23,科技,4503,1961310,4236,"武汉加油,医生,全能打卡挑战,美国,外国人,油管,老外,Youtube,评论,外国网友",油管网友：中国人都是天使吗？！,5313573
亚食人,129632,17968,44034,91669955,265211,22,科技,14456,2029554,6153,"知识分享官,JOJO,腾讯,哔哩哔哩,行业知识,仙王",腾讯加持B站股权，B站又双叒叕变味了？【膨胀说】,2473972
俗尘万世陈默,74167,7623,281233,76747688,206651,21,科技,5546,2067755,31916,"教育,YOUTUBE,英语,演讲,TED,公开课",油管300000万的播放量！！！做人一定要坚持,3624182
极客湾Geekerwan,42623,16017,64909,90209995,68826,20,科技,4855,2099249,12166,"超分辨率,视频补帧,深度学习,极客湾",用AI把24帧动画补到超清60帧，突破次元壁！丝滑流畅……,1766178
蓝胖子咕咕,31638,2090,82046,86655267,39645,19,科技,2434,2168949,2223,"数码,技术宅,黑科技,装机,软件,科技,野生技术协会",电脑必装软件清单！六款软件，一个都不能少,567849
大气爱智慧,149294,11418,222039,75512148,152259,18,科技,5893,2250602,29550,"心理学,拖延症,时间,戒烟,意志力,自律,手机上瘾,习惯,自控力,网瘾",懂这个道理，保证让你快速自律起来！拯救拖延症，更好的戒掉不良习惯,1827852
学习使我快乐到无与伦比,30640,6326,179264,85169621,55204,17,科技,2472,2356051,11006,"耶鲁大学,英语,学习,公开课,哲学",【公开课】耶鲁大学：哲学-死亡,760827
树根龙门阵,187364,28982,63518,92008692,180311,16,科技,6964,2398494,21043,"日本,韩国,安倍经济学,东京奥运会,意大利,寄生虫,韩国女主播,流感,文在寅",深层次解析日韩开卷考为何不及格，日韩的难言之隐（思密达没了）,1471906
-阿健-,96062,4531,84406,89349287,112824,15,科技,4986,2480703,9058,"逻辑,知识分享官,趣味科普人文,阿健,杠精,诡辩,逻辑谬误,谬误",诡辩的常用套路有哪些？杠精常用的 11 种逻辑谬误,759989
思维实验室,198763,13658,72037,86052908,186762,14,科技,6064,2659294,50689,"人文,武汉加油,传染病,生物学,社会,武汉肺炎,病毒,疫情,人体免疫,科学","新型冠状病毒有多狡猾？疫情当头,肺炎之下,病毒与人类的军备竞赛,谁能活到最后？武汉加油!",1893411
缸缸在干嘛,112872,142089,78777,88267798,231810,13,科技,7488,2681175,10172,"趣闻,冷知识,全能打卡挑战,声音,唱歌,科学,原创,趣味科普人文,语音",为什么你语音中的声音会这么“难听”？【戏精学.1】,2363706
十五的月亮廿九圆,118822,3920,78410,86535997,227503,12,科技,4351,2686076,33204,"创意,音乐,冰块,科技,野生技术协会,冬天,鬼畜",冰块奏鸣曲,2223187
观察者网,240621,86888,61409,90748352,306379,11,科技,16108,2734167,37385,"新冠疫情,台湾,台湾媒体,少康战情室,赵少康",【懂点儿啥31】台湾节目点名对线观察者网，我们笑出来了辣！,3078791
锦城大同教育,43743,64553,133756,74947403,88894,10,科技,6567,3147253,59703,"高中生物,生物,高考,学习,线上课堂,高中,我的学习日记,公开课,考试,课程",高中生物必修一（人教版）视频合集,2035964
TECHO_Media,54878,7579,117071,87409493,138900,9,科技,3047,3167601,38285,"全能打卡挑战,书法,字体,野生技术协会,手写,教程,寒假,打印,经验分享,练字",【学生禁入】抄 作 业 技 巧,1505891
不正经老丝,191625,45776,84368,91822864,316539,8,科技,20812,3242556,61578,"知识分享官,新冠肺炎,日本,趣味科普人文,钻石公主号",面对疫情日本为何消极？中国真的太NB了,4273956
水滴的瞬间,53078,2537,138886,87631035,53068,7,科技,1309,3323008,5271,"英语,bilibili新星计划,雅思,初中,托福,四六级,高中,单词,GRE,专四专八",【B站最全单词合集】初中、高中、四级、六级、考研、专四、专八、GRE、托福、雅思的单词视频做完了,462363
塔塔T_T,47852,4858,417156,79633193,90858,6,科技,1712,3630703,12676,"学习,英语,听力,口语,IELTS",【精听挑战】3个月内将听力提升n个level（合集）,1503130
硬核的半佛仙人,302412,39260,135237,86712358,327649,5,科技,11256,4487949,200191,"科普,趣味科普人文,原创,财经,科技,互联网,商业,生活,股票",【半佛】瑞幸咖啡是如何暴打资本主义的？,4042791
小毒MomentD,510580,25041,148939,88065796,595111,4,科技,30641,5294814,91985,"武汉软件工程职业学院,武汉软件,武汉",武汉软件损害学生财产？请别用疫情“绑架”学生。,4169688
巫师财经,425492,56946,160932,88061096,410190,3,科技,20106,5332104,198192,"旅游,经济,疫情,消费,病毒,非典,服装,酒店,流感,sars",【巫师】疫情对经济的影响：专题报告【巫师经济学03】,4256051
-LKs-,180570,19414,252215,88646573,169120,2,科技,3296,6330324,17988,"经验分享,学习,网站,科技,网页,互联网,网络",【年更】良心到难以置信的网站推荐第5期丨超长注意,1614925
才疏学浅的才浅,938707,80830,297597,90269539,700220,1,科技,11600,8982540,92056,"手工,才浅,鬼灭之刃,野生技术协会,我妻善逸,diy,制作",【才浅制作】手工是有极限的 除非超越手工 善逸雷刃极致还原,3502244
跟风龍舞,376120,28705,107914,85261316,363054,98,游戏,2911,1085384,29262,"单机游戏,桥梁工程师,STEAM,跟风龍舞,单机联机,桥梁建筑师,桥梁建造师",省钱省到妈都不认识的桥梁工程师#11,2950799
DestoryGhost,68746,23990,20442,88608028,74017,97,游戏,2144,1085951,4933,"和班尼特福迪一起攻克难关,虐心,掘地求升,掘地求生,GETTINGOVERIT",中国首通！国人成功通关掘地求升Christmas模式！这是掘地求升最困难的模式之一！仅新手村就能逼退99%金罐！,903713
可愛的島風,35717,2800,44600,84607191,90750,96,游戏,881,1089005,24638,"搞笑,VR,PAVLOV,STEAM,VR游戏,搞笑视频,真实,沙雕,VRCS,沙雕视频",【Pavlov】队友：你拔我弹夹干什么！,1499516
捉长歌,58159,10606,32967,85285567,236700,95,游戏,8402,1097912,15423,"电子竞技,英雄联盟,芜湖大司马,全能打卡挑战,网络游戏,英雄联盟LOL,娱乐,LOL,直播录像,马老师,大司马",讨厌大司马的人，这个视频打破你们对大司马实力的全部误解！,2544966
BAI_XF白小枫,49205,4826,30606,92489070,60250,94,游戏,1217,1108073,4661,"我的世界,全能打卡挑战,MINECRAFT建筑,MINECRAFT,MC,建筑展示,建筑,你的名字,我的世界建筑",【Minecraft】在MC里还原《你的名字》场景建筑,430733
废物弟弟汉堡包,82459,16579,19900,88686999,90227,93,游戏,6574,1110674,10035,"电子竞技,CS:GO,STEAM,CSGO,电竞",我把一直陪我打CSGO的女朋友给打没了,740991
葡萄的叮当猫,19861,1529,27224,87340068,31468,92,游戏,814,1112270,3934,"电子竞技,英雄联盟,搞笑,LOL,教程",LOL聊天框指令大全：共22条，真的能暂停游戏！（含冷门的科普向）,876674
无敌皮皮鸟,64047,29992,60805,85431824,110937,91,游戏,1348,1112683,42443,"王者荣耀,游戏集锦,手机游戏,电子竞技,有团就有聚，过年有王者,无敌皮皮鸟,搞笑,觉醒之战,铠,王者皮一下",王者皮一下：2019年度篇，那些让人笑到窒息的经典名场面！,1530726
林小北Lindo,145435,9919,36371,93553905,112781,90,游戏,3344,1116372,19039,"电子竞技,英雄联盟,全球第一鸡,林小北,林小北云顶之弈,云顶之弈S3,游戏练级挑战,LOL云顶之弈,LOL,英雄联盟云顶之弈",云顶之弈S3：大战国外主播与总设计师！中国玩家拿下S3全球第一鸡！,535756
--圈圈--,167435,19610,97047,73936539,295289,89,游戏,5184,1117298,41495,"单机游戏,方舟生存进化,新人,解说,搞笑,单机,生存,单机联机,时代变了",大人，时代变了！！,7243813
up主是超超,46300,8051,24048,87176498,79867,88,游戏,2644,1117311,3559,"我的世界,bilibili新星计划,MINECRAFT,沙盒游戏,MC,我的世界生存",从中学玩到大学毕业的《我的世界》存档,996610
清闲几若银枫似,18110,29750,26759,89714660,71931,87,游戏,5796,1124180,36485,"手机游戏,音乐游戏,大课间跑操,bilibili新星计划,节奏大师自制谱,学校",令你怀念的声音！《大课间跑操音乐》带你重返校园！！,870354
卢本偽的师傅丶r,461163,15652,340322,73337283,475104,86,游戏,4450,1132767,22715,"单机游戏,电子竞技,GMV,高燃混剪,刺客信条,彩虹6号,英雄联盟CG,美女CG,鬼灭之刃,Diamond Eyes,鬼泣",耗时168小时，戴上耳机！！感受每一帧都在踩点的视听盛宴！,5385239
蚀血之暗,50825,2873,28628,89785831,76588,85,游戏,1596,1133814,15104,"沙雕剧场,守望先锋,沙雕之主,电子竞技,济南屁王,搞笑,蚀血之暗,琉绮Ruki",【守望先锋2020国服主题曲】- 能先打完这波再吵么？（feat. 琉绮Ruki）,609726
-纯黑-,48238,25494,29627,93176068,49956,84,游戏,4040,1134056,3678,"纯黑,美国末日,最后生还者",纯黑《最后生还者》绝地全收集攻略解说 合集补档,674332
明月庄主moon,39276,11890,72415,83110308,45215,83,游戏,979,1135181,5089,"手机游戏,红石教程,沙盒游戏,明月庄主,我的世界手机版,教程,我的世界红石,我的世界PE,我的世界基岩版",我的世界基岩版从零开始学红石《合集》by明月庄主,420952
一只幻想的情兽,27011,2199,75208,67649512,89844,82,游戏,2072,1140203,88308,"电子竞技,搞笑,台球,精彩集锦,芜湖大司马",大司马打台球完整版,2653482
明日方舟,53206,11793,21709,92180296,98797,81,游戏,14534,1146019,23826,"明日方舟,手机游戏",《明日方舟》携手WWF联合公益活动「万类共生」宣传PV,970244
GoldenEggs,239420,262870,237896,73267982,272314,80,游戏,13939,1174857,75668,"互动视频,我的世界,单机游戏,互动视频游戏开发大赛,MINECRAFT,解谜,解密,MC,实况,生活,单机联机",【互动视频】你被困在2019年10月25日，如何逃出这一天？（三重循环体+随机选项+真假结局+彩蛋）《无尽循环》,4026829
我是TOO,309694,7171,103099,83756069,340344,79,游戏,4772,1188001,31674,"英雄联盟,电子竞技,云顶之弈,解说,原创,搞笑,LOL,经验分享,匹配,云顶之奕",拳头我来了，发了这个，会被英雄联盟全球通缉吗？,2655712
国电武术馆馆长,57490,6137,21510,91378100,105412,78,游戏,3470,1199560,4899,"电子竞技,穿越火线,全能打卡挑战,外挂,网络游戏,第一人称,游戏视频,腾讯,CF",【中国电竞史】透视显鬼飞天遁地，CF外挂的发展历程（上篇2008-2011）,1264134
超同学LL,43880,1902,35418,87020467,50858,77,游戏,1354,1206928,3956,"GMV,华晨宇,神树,末世,震撼,CG混剪,人性,bilibili新星计划",“求求你，我不想死”「末日之后 向死而生」神树,428176
小C6,22959,31418,22379,90786975,148186,76,游戏,9079,1210105,9687,"恐怖游戏,童年回忆杀,全能打卡挑战,4399,黑历史,童年阴影,毁童年,惊悚,怪异游戏诡事录,单机游戏",这款被4399下架的游戏就TM离谱！,2125033
浮乐斯-云,32949,4864,37369,87750314,56348,75,游戏,787,1213319,4102,"我的世界,GMV,Minecraft,MINECRAFT,燃向,烦人的村民,此生无悔入mc,混剪,网络游戏",前方核能！以此献给我最爱的Minecraft！,450024
怎么改昵称咧,42166,41095,150893,10066920,145764,74,游戏,2779,1214615,65581,"英雄联盟,桌游棋牌,电子竞技,五五开,教学,LOL,实况,第一视角,攻略,直播录像,搞笑",开哥这局斗地主快笑死我了哈哈哈哈哈哈哈哈哈哈哈哈,10132153
起小点是大腿,78316,23532,20609,91480342,82026,73,游戏,2527,1227333,2825,"沙雕之主,沙雕集锦,单机游戏,超级小桀,寅子,游戏,女流,搞笑,主机游戏,单机联机",【主播真会玩主机篇】100：节目中谈笑风声博君一笑，主机篇一路有你请多指教,1178823
達少の幻想物語,62944,14300,27853,88773656,84031,72,游戏,2984,1228643,11759,"单机游戏,独立游戏,祖玛,游戏视频,小游戏,世界纪录,自制,最速通关,单机联机,zuma",【Zuma/祖玛】【新世界纪录已通过speedrun认证！】【43条命】【52分32秒】,907750
黑镖客梦回,58510,23467,25178,90359525,126914,71,游戏,3428,1230044,2744,"实况攻略,沙雕之主,沙雕剧场,黑镖客,实况解说,乌贼英雄,勇者,搞笑",世界上最TM奇怪的勇者！用BUG的姿势拯救世界！,932070
内莟段子,7261,1612,30670,86026399,79988,70,游戏,2325,1239938,23358,"电子竞技,英雄联盟,孙笑川,搞笑,LOL,游戏视频,愚公移山",愚 公 移 山,1499436
超级小桀的日常,119384,28610,25526,90922667,85167,69,游戏,2668,1245168,2945,"沙雕之主,单机游戏,沙雕集锦,超级马里奥制造,超级小桀,超级玛丽,斗鱼,日常,娱乐,搞笑,单机联机",【超级小桀】939条命 ！5个小时！我怎么都要过这关！,698892
穿胖次的狐狸,72792,21578,27165,91686027,74359,68,游戏,2617,1259777,2136,"单机游戏,恐怖游戏,恐笑游戏,小镇惊魂2,单机联机,搞笑",【笑镇惊魂2】用修改宇宙法则驱鬼的故事《小镇惊魂2》P1,877287
盒子比,23815,4716,30747,86713807,41074,67,游戏,1045,1265415,36054,"人类一败涂地,盒子比,H410",看完这个视频，我长了八块腹肌。,1064870
与山0v0,94865,26111,24964,90502965,174820,66,游戏,1866,1266697,1356,"实况攻略,iwanna,实况解说,游戏视频,下饭视频,不要笑,自闭游戏,与山,搞笑,娱乐",为了通关这个游戏！我已经扔了几台电脑了！,937448
MindGames猫古斯,51096,32239,31286,93219437,127524,65,游戏,12054,1274079,6495,"电子竞技,绝地求生,卢本伟,五五开,吃鸡,游戏练级挑战,外挂,开挂,绝地求生大逃杀,神仙,PUBG",卢 本 伟 后来怎么样了？锤他的人呢？那些被外挂改变的人生【旧闻录#01】,1478372
怕上火暴王老菊,62034,33257,22980,87861868,62538,64,游戏,4366,1285913,3436,"单机游戏,沙雕实况,沙雕之主,新人,ROOT,单机联机",王老菊教你全家种树,1691538
烽火湛蓝,34935,1147,35348,87945471,56499,63,游戏,760,1294916,2140,"GMV,电子竞技,英雄联盟,全能打卡挑战,单机游戏,女神,全程高能,混剪,燃向,踩点",戴上耳机！享受极致丝滑体验~把点踩死了应该没关系吧！哎嗨~,831712
徐大虾咯,41982,36447,22648,91772980,225370,62,游戏,4449,1308546,8654,"独立游戏,实况攻略,单机游戏,徐大虾,徐大虾咯,我家的猫有残疾,抽烟模拟器,实况解说,单机联机,餐桌物语",《抽烟模拟器》玩过没？？,2730144
LasVola,6344,636,54557,88808297,25259,61,游戏,249,1310100,2478,"我的世界,YOUTUBE搬运,MINECRAFT建筑,MINECRAFT,MC,我的世界建筑",MC十种内饰设计（授权搬运）,223738
某幻君,57136,21672,24577,87459476,166222,60,游戏,3477,1311590,2422,"沙雕剧场,沙雕之主,某幻,娱乐,鬼畜,搞笑,俄罗斯,游戏,沙雕",【某幻】娜塔莎是个工具人,1845583
逆风琉璃い,36076,9021,35136,91052154,85661,59,游戏,5036,1328092,2180,"实况攻略,单机游戏,bilibili新星计划,治愈,实况解说,神作,生活,感人,新人,攻略,催泪,单机联机,致郁",你不配当一个学生，你这个人群中的败类，快滚出我们人类的世界,870211
守护茶茶,90483,3530,25266,86803884,117230,58,游戏,1925,1346798,16012,"电子竞技,猫神辣椒酱,芒果冰OL,守护茶茶,魔鬼套路,骚套路,LOL,解说,套路",史上最骚魔鬼套路“奥利给姐姐”教你如何让对手脑淤血,1096176
嘟督不噶油,66525,15818,31803,89385026,125703,57,游戏,1952,1367845,6511,"实况攻略,恐怖游戏,单机游戏,沙雕剧场,沙雕之主,游戏解说,港诡实录,嘟督不噶油,单机联机",【嘟督咆哮解说】这世上我就没见过这么三官不正的女鬼！！！《港诡实录》（最终话）,1112325
FX阜星,92276,6557,42381,85329776,83252,56,游戏,1592,1393500,5635,"我的世界,短片,单机游戏,bilibili新星计划,MINECRAFT,摄影,minecraft,MC,单机,单机联机",1个肝帝，在MC中3000天，创造一个世界！,470498
逗比的雀巢,40264,4375,28281,90311566,132201,55,游戏,1606,1405276,4716,"单机游戏,搞笑,沙雕之主,沙雕剧场,逆转裁判,娱乐,鬼畜,全程高能,恶搞,雀巢,单机联机,沙雕",这TM就是辱骂法官的下场！！！,2198118
毫无存在感的安静君,35332,3925,51780,84904244,85491,54,游戏,2677,1417635,10220,"我的世界,我的世界建筑",我的世界1：非法违章建筑,1564163
蕉绿不焦虑,23993,9086,32808,87131807,80818,53,游戏,2132,1424285,47491,"桌游棋牌,手机游戏,全能打卡挑战,斗地主,欢乐斗地主",我可能永远体会不到斗地主真正的快乐了,2201334
一只帅仆桑呐,110387,18462,32469,88359468,118318,52,游戏,4376,1427088,2727,"手机游戏,仆桑网骗,伪音,和平精英,陪玩,小姐姐",伪声网骗小姐姐，然后自己把自己骂哭了，哈哈哈哈哈【仆桑网骗】,896704
南云鸟羽,41666,7657,30158,92430988,118154,51,游戏,2447,1443494,14215,"沙雕实况,单机游戏,沙雕之主,怪物猎人,日常,搞笑,娱乐,沙雕,单机联机,mur猫",这TM才叫 拆 蛋 专 家,2185867
黑山大叔,74453,3283,26887,87187189,176085,50,游戏,2095,1449322,5045,"我的世界,游戏练级挑战,生存,红石,MC,Minecraft,地吞,地狱,刷怪塔,世吞",一个中年大叔人90天掏空地狱，肝不好只能这么慢...-Minecraft1.14红石生存,1834088
小破站最绅士的兔,120448,3002,28052,89742915,189033,49,游戏,2026,1492537,3091,"手机游戏,bilibili新星计划,火影忍者,搞笑,火影,火影忍者手游,火影手游",《火影忍者手游》耗时近一年！超级爽的视频！十四亿铜币一次性用完！,1324220
强人的琐男,150103,1819,27519,90927288,183577,48,游戏,1691,1541244,1272,"手机游戏,电子竞技,和平精英",粉丝发给我一个网站，我不相信这真能免费领玛莎拉蒂,1316602
渔夫lotsofone,594230,23162,260010,75755418,431867,47,游戏,8378,1541773,82260,"我的世界,别人的世界,Minecraft,TIS,刷怪塔",【我的世界】我们靠刷怪塔挖空了整个小地图的矿！,2980742
在下易某很细,26919,6946,43925,89790757,57929,46,游戏,4642,1546362,15484,"电子竞技,手机游戏,王者荣耀,教学,教学视频,手游,解说,易某,娜可露露,国服最强",独创N字打野法，一个月教出1000个金牌娜可露露，易某教你速成野王拥有小迷妹辅助,1103509
我小时候叫可帅了,200537,3178,77392,84498715,173493,45,游戏,1467,1551482,12286,"电子竞技,英雄联盟,bilibili新星计划,网络游戏,LOL,游戏视频,英雄联盟LOL,英雄,英雄联盟视频",我玩的英雄联盟怎么和你们不一样？,1562703
